parcelid,assessmentyear,roomcnt,regionidzip,rawcensustractandblock,bedroomcnt,calculatedfinishedsquarefeet,propertylandusetypeid,regionidcounty,taxvaluedollarcnt,longitude,latitude,bathroomcnt,taxamount,fips,propertycountylandusecode,structuretaxvaluedollarcnt,assessmentyear_nan,roomcnt_nan,regionidzip_nan,rawcensustractandblock_nan,bedroomcnt_nan,calculatedfinishedsquarefeet_nan,propertylandusetypeid_nan,regionidcounty_nan,taxvaluedollarcnt_nan,bathroomcnt_nan,taxamount_nan,fips_nan,structuretaxvaluedollarcnt_nan
14258169,3,5,321,423,3,434,6,0,14739,-117.864174,33.723568,1,4050,1,122,1676,0,0,0,0,0,0,0,0,0,0,0,0,0
10918337,3,0,238,65,4,1744,6,2,4208,-118.41723999999999,34.144432,3,1314,0,0100,4138,0,0,0,0,0,0,0,0,0,0,0,0,0
10938881,3,0,235,229,4,1244,2,2,7434,-118.3284,34.164024,2,1987,0,0200,10168,0,0,0,0,0,0,0,0,0,0,0,0,0
14727044,3,0,309,416,3,1351,10,0,20676,-117.70029,33.491734,2,6870,1,34,18216,0,0,0,0,0,0,0,0,0,0,0,0,0
14237028,3,0,346,428,4,1115,6,0,15050,-117.84382,33.795547,2,3917,1,122,14390,0,0,0,0,0,0,0,0,0,0,0,0,0
12514552,3,0,158,351,3,651,6,2,18616,-118.11725600000001,33.794185999999996,1,5981,0,0100,14914,0,0,0,0,0,0,0,0,0,0,0,0,0
11091880,3,0,197,21,3,936,6,2,14428,-118.54085,34.24015,2,4080,0,0100,6717,0,0,0,0,0,0,0,0,0,0,0,0,0
11651148,3,0,60,178,2,734,10,2,11399,-118.465,34.1172,2,3127,0,010C,13499,0,0,0,0,0,0,0,0,0,0,0,0,0
17297651,3,7,218,461,3,1374,6,1,14312,-118.7583,34.177307,2,4506,2,1111,17937,0,0,0,0,0,0,0,0,0,0,0,0,0
14340537,3,0,324,417,5,3271,6,0,22625,-117.763176,33.765945,4,9347,1,122,22138,0,0,0,0,0,0,0,0,0,0,0,0,0
12409276,3,0,129,336,3,954,6,2,14244,-118.094696,33.87797,2,3837,0,0100,8639,0,0,0,0,0,0,0,0,0,0,0,0,0
14708299,3,0,321,422,0,402,10,0,6212,-117.883,33.6998,0,1955,1,34,686,0,0,0,0,0,0,0,0,0,0,0,0,0
11924210,3,0,266,278,2,420,6,2,18867,-118.081924,34.11695,1,6129,0,0100,9232,0,0,0,0,0,0,0,0,0,0,0,0,0
12820442,3,0,254,253,5,2390,6,2,20481,-117.96853999999999,34.00461,4,7205,0,0100,20277,0,0,0,0,0,0,0,0,0,0,0,0,0
11908891,3,0,273,282,3,878,6,2,17170,-118.11639,34.07792,2,5181,0,0100,9432,0,0,0,0,0,0,0,0,0,0,0,0,0
14324848,3,0,300,418,4,3549,6,0,23624,-117.82973,33.599407,5,10578,1,122,22722,0,0,0,0,0,0,0,0,0,0,0,0,0
11649163,3,0,60,177,5,3750,6,2,23821,-118.44373999999999,34.096621999999996,5,10802,0,0101,22863,0,0,0,0,0,0,0,0,0,0,0,0,0
10864014,3,0,225,62,3,1627,6,2,23435,-118.450325,34.146854,4,10366,0,0101,22769,0,0,0,0,0,0,0,0,0,0,0,0,0
13942473,3,0,311,439,0,3142,4,0,22103,-117.99255,33.752625,0,8969,1,96,15974,0,0,0,0,0,0,0,0,0,0,0,0,0
12662512,3,0,89,375,2,648,10,2,13909,-118.38828000000001,33.83965,2,3629,0,010C,13633,0,0,0,0,0,0,0,0,0,0,0,0,0
12139402,3,0,160,257,3,1373,10,2,16909,-118.03,34.1354,3,5049,0,010C,20960,0,0,0,0,0,0,0,0,0,0,0,0,0
14123230,3,5,117,440,3,934,6,0,7872,-118.029205,33.837337,2,2222,1,122,7789,0,0,0,0,0,0,0,0,0,0,0,0,0
12714296,3,0,88,383,4,2760,6,2,23670,-118.39875,33.763335999999995,3,10589,0,0101,22247,0,0,0,0,0,0,0,0,0,0,0,0,0
11275165,3,0,373,398,3,1722,6,2,9158,-118.15912,34.711490000000005,3,3212,0,0100,13736,0,0,0,0,0,0,0,0,0,0,0,0,0
11638914,3,0,63,387,4,3705,6,2,23824,-118.41593999999999,34.075935,4,10783,0,0101,22846,0,0,0,0,0,0,0,0,0,0,0,0,0
11122813,3,0,222,404,3,1255,6,2,12770,-118.48638999999999,34.461895,2,4403,0,0100,14416,0,0,0,0,0,0,0,0,0,0,0,0,0
12247044,3,0,75,368,3,1262,6,2,12920,-118.30146,33.875896000000004,2,3632,0,0101,16720,0,0,0,0,0,0,0,0,0,0,0,0,0
10866274,3,0,230,62,4,3806,6,2,23448,-118.47563000000001,34.15116,6,10381,0,0101,22604,0,0,0,0,0,0,0,0,0,0,0,0,0
10998996,3,0,168,4,3,1282,6,2,17945,-118.31634,34.25557,2,5668,0,0100,15595,0,0,0,0,0,0,0,0,0,0,0,0,0
12426460,3,0,135,338,3,550,6,2,13826,-118.06648999999999,33.840244,1,3680,0,0100,7491,0,0,0,0,0,0,0,0,0,0,0,0,0
13913412,3,6,336,410,4,1480,6,0,18167,-117.95328500000001,33.862359999999995,2,5454,1,122,8564,0,0,0,0,0,0,0,0,0,0,0,0,0
12498407,3,0,152,347,3,1928,6,2,14219,-118.20293000000001,33.795994,3,4040,0,0100,13676,0,0,0,0,0,0,0,0,0,0,0,0,0
17245044,3,8,369,462,4,1764,6,1,18067,-118.77712,34.26599,3,5331,2,1111,18658,0,0,0,0,0,0,0,0,0,0,0,0,0
12677893,3,0,108,379,0,3952,1,2,23794,-118.35135,33.839046,0,10767,0,1200,23002,0,0,0,0,0,0,0,0,0,0,0,0,0
13089719,3,0,269,241,4,1691,6,2,17362,-117.88236,34.017821999999995,3,5633,0,0101,17895,0,0,0,0,0,0,0,0,0,0,0,0,0
17087237,3,8,353,446,5,1542,6,1,2777,-119.21051000000001,34.28475,2,771,2,1111,4347,0,0,0,0,0,0,0,0,0,0,0,0,0
14157732,3,8,333,413,4,1646,6,0,7412,-117.80055,33.931107,2,1806,1,122,12508,0,0,0,0,0,0,0,0,0,0,0,0,0
11778242,3,0,13,139,4,1388,6,2,4397,-118.27611499999999,34.042953000000004,1,1402,0,0100,593,0,0,0,0,0,0,0,0,0,0,0,0,0
11130547,3,0,196,405,2,490,10,2,6539,-118.559494,34.376670000000004,2,2270,0,010C,10742,0,0,0,0,0,0,0,0,0,0,0,0,0
13920243,3,6,327,430,3,792,6,0,17227,-118.003395,33.822456,2,5373,1,122,4164,0,0,0,0,0,0,0,0,0,0,0,0,0
14201520,3,8,351,413,3,1701,6,0,13149,-117.71628,33.877026,3,3804,1,122,16284,0,0,0,0,0,0,0,0,0,0,0,0,0
11015638,3,0,205,10,4,1458,6,2,3882,-118.49113,34.292233,3,1325,0,0100,3536,0,0,0,0,0,0,0,0,0,0,0,0,0
17310398,3,0,358,461,0,906,7,1,223,-118.82911999999999,34.288536,0,88,2,1118,488,0,0,0,0,0,0,0,0,0,0,0,0,0
11857343,3,0,259,285,3,878,6,2,18585,-118.109474,34.042736,2,6313,0,0100,13622,0,0,0,0,0,0,0,0,0,0,0,0,0
12262375,3,0,66,322,3,369,6,2,5664,-118.25851000000002,33.880520000000004,1,2885,0,0100,3264,0,0,0,0,0,0,0,0,0,0,0,0,0
13877788,3,8,325,430,3,1125,6,0,7753,-117.93614,33.84514,2,2230,1,122,4554,0,0,0,0,0,0,0,0,0,0,0,0,0
14726095,3,0,313,414,2,708,10,0,15451,-117.660774,33.561665000000005,2,3590,1,34,8355,0,0,0,0,0,0,0,0,0,0,0,0,0
14058003,3,7,292,437,4,1503,6,0,15927,-117.94845,33.681957000000004,2,4320,1,122,11728,0,0,0,0,0,0,0,0,6,0,6,0,6
13002208,3,0,248,262,0,3970,1,2,23880,-118.04409,34.076004,0,10842,0,1200,23134,0,0,0,0,0,0,0,0,0,0,0,0,0
13884664,3,4,346,428,1,651,6,0,3535,-117.8508,33.795383,1,1304,1,122,713,0,0,0,0,0,0,0,0,0,0,0,0,0
17115208,3,7,353,446,5,966,6,1,17398,-119.20058999999999,34.257903999999996,2,4509,2,1111,14238,0,0,0,0,0,0,0,0,0,0,0,0,0
10798244,3,0,212,58,1,121,10,2,5466,-118.54,34.1779,1,1547,0,010E,3152,0,0,0,0,0,0,0,0,0,0,0,0,6
11603535,3,0,31,188,3,1877,6,2,3468,-118.39752,34.046223,2,10372,0,0100,1844,0,0,0,0,0,0,0,0,0,0,0,0,0
14295496,3,5,301,419,2,988,6,0,17641,-117.883575,33.634304,2,4959,1,122,7113,0,0,0,0,0,0,0,0,0,0,0,0,0
11987371,3,0,33,120,3,1726,6,2,22676,-118.34806,34.073704,1,9563,0,0100,19222,0,0,0,0,0,0,0,0,0,0,0,0,0
17238071,3,5,368,462,3,643,6,1,10063,-118.70988500000001,34.27017,2,2751,2,1111,10853,0,0,0,0,0,0,0,0,0,0,0,0,0
13123930,3,0,374,398,0,249,7,2,0,-118.10345500000001,34.706109999999995,0,71,0,070P,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12546385,3,0,148,356,1,347,10,2,14076,-118.18299999999999,33.7658,1,3730,0,010E,4790,0,0,0,0,0,0,0,0,0,0,0,0,0
11261106,3,0,375,401,4,2226,6,2,13857,-118.21982,34.635853000000004,3,4756,0,0101,19375,0,0,0,0,0,0,0,0,0,0,0,0,0
14751769,3,0,309,416,3,2154,10,0,18485,-117.73245,33.509322999999995,2,5565,1,34,20757,0,0,0,0,0,0,0,0,0,0,0,0,0
12181950,3,0,41,161,0,2400,0,2,1524,-118.299126,33.9835,0,768,0,1210,2253,0,0,0,0,0,0,0,0,0,0,0,0,0
13839699,3,4,317,425,5,1821,6,0,18007,-117.89461499999999,33.749138,3,5525,1,122,16756,0,0,0,0,0,0,0,0,0,0,0,0,0
14155037,3,8,332,409,5,2047,6,0,16341,-117.90983999999999,33.937653000000005,3,4607,1,122,17308,0,0,0,0,0,0,0,0,0,0,0,0,0
10737703,3,0,188,395,5,3548,12,2,23340,-118.68082,34.165783000000005,4,10216,0,010D,22675,0,0,0,0,0,0,0,0,0,0,0,0,0
12092352,3,0,180,224,3,1079,3,2,18861,-118.2585,34.141422,3,5602,0,0300,10544,0,0,0,0,0,0,0,0,0,0,0,0,0
12319355,3,0,62,308,5,1742,3,2,1949,-118.156204,33.957214,3,2226,0,0300,2541,0,0,0,0,0,0,0,0,0,0,0,0,0
13021491,3,0,242,234,3,489,10,2,6043,-117.90899999999999,34.1434,3,1816,0,010C,12005,0,0,0,0,0,0,0,0,0,0,0,0,0
17186928,3,7,362,454,4,1117,6,1,15186,-119.15028999999998,34.1573,2,4038,2,1111,11583,0,0,0,0,0,0,0,0,0,0,0,0,0
12644076,3,0,141,214,2,463,10,2,9408,-118.307,33.7537,2,2558,0,010C,12146,0,0,0,0,0,0,0,0,0,0,0,0,0
11600825,3,0,32,126,3,1213,10,2,21055,-118.37799999999999,34.0513,2,6991,0,010C,18856,0,0,0,0,0,0,0,0,0,0,0,0,0
17289848,3,8,215,461,4,2229,6,1,22154,-118.79033000000001,34.178127,3,8650,2,1111,20692,0,0,0,0,0,0,0,0,0,0,0,0,0
11967429,3,0,39,69,3,700,6,2,18132,-118.19591000000001,34.112144,2,5651,0,0100,8236,0,0,0,0,0,0,0,0,0,0,0,0,0
11146786,3,0,221,402,4,1732,6,2,16871,-118.40288500000001,34.433895,3,5389,0,0100,14879,0,0,0,0,0,0,0,0,0,0,0,0,0
12789491,3,0,112,290,2,1003,6,2,2122,-118.011536,33.9654,2,1049,0,0100,2087,0,0,0,0,0,0,0,0,0,0,0,0,0
12979000,3,0,243,244,2,1006,12,2,11639,-117.96911999999999,34.084297,3,3232,0,010D,14601,0,0,0,0,0,0,0,0,0,0,0,0,0
10952164,3,0,233,226,3,851,6,2,2400,-118.323105,34.20172,1,648,0,0100,2009,0,0,0,0,0,0,0,0,0,0,0,0,0
13047228,3,0,257,233,3,1299,6,2,19900,-117.77135,34.13367,3,6749,0,0100,21361,0,0,0,0,0,0,0,0,0,0,0,0,0
12700303,3,0,141,134,4,1647,6,2,14364,-118.29735600000001,34.035576,3,4226,0,0100,17229,0,0,0,0,0,0,0,0,0,0,0,0,0
13032737,3,0,252,235,2,767,6,2,17620,-117.86792,34.141846,2,6298,0,0100,11477,0,0,0,0,0,0,0,0,0,0,0,0,0
12002293,3,0,43,385,4,2965,4,2,22660,-118.35411,34.08845,4,9703,0,0400,21249,0,0,0,0,0,0,0,0,0,0,0,0,0
14176148,3,4,349,412,3,745,6,0,16708,-117.8707,33.875,2,5139,1,122,2236,0,0,0,0,0,0,0,0,0,0,0,0,0
11071288,3,0,193,19,4,1424,6,2,18116,-118.586525,34.26569,2,5856,0,0101,17105,0,0,0,0,0,0,0,0,0,0,0,0,0
13076621,3,0,260,240,2,297,10,2,10942,-117.81700000000001,34.0066,2,3176,0,010C,4661,0,0,0,0,0,0,0,0,0,0,0,0,0
14489702,3,7,313,414,4,1040,6,0,8573,-117.67132,33.617447,2,1916,1,122,7979,0,0,0,0,0,0,0,0,0,0,0,0,0
12221827,3,0,41,168,2,307,6,2,7554,-118.2886,33.946853999999995,1,2117,0,0100,3883,0,0,0,0,0,0,0,0,0,0,0,0,0
12011290,3,0,26,81,2,864,6,2,18822,-118.32436000000001,34.094997,1,6158,0,0100,12189,0,0,0,0,0,0,0,0,0,0,0,0,0
13933454,3,6,338,434,3,1071,6,0,17313,-117.92403999999999,33.784554,2,5962,1,122,4541,0,0,0,0,0,0,0,0,0,0,0,0,0
11737312,3,0,17,128,3,1470,6,2,1296,-118.35356000000002,34.043246999999994,2,567,0,0100,1248,0,0,0,0,0,0,0,0,0,0,0,0,0
10753272,3,0,188,395,5,3158,12,2,22646,-118.64105,34.146,4,9554,0,010D,21888,0,0,0,0,0,0,0,0,0,0,0,0,0
11753368,3,0,17,126,6,3556,3,2,4534,-118.35427,34.050926000000004,6,1617,0,0300,4571,0,0,0,0,0,0,0,0,0,0,0,0,0
13996873,3,6,326,432,3,802,6,0,6597,-117.93467,33.814083000000004,2,2054,1,122,5235,0,0,0,0,0,0,0,0,0,0,0,0,0
12923445,3,0,245,241,4,1528,6,2,14619,-117.87432,34.095146,3,4311,0,0100,14048,0,0,0,0,0,0,0,0,0,0,0,0,0
17310389,3,0,358,461,0,846,7,1,154,-118.82911999999999,34.288536,0,31,2,1118,275,0,0,0,0,0,0,0,0,0,0,0,0,0
14518413,3,0,307,414,0,0,7,0,131,-117.647,33.5094,0,62,1,0,226,0,0,0,0,0,0,0,0,0,0,0,0,0
12042460,3,0,186,219,2,259,6,2,13928,-118.2592,34.234417,1,5146,0,0100,4333,0,0,0,0,0,0,0,0,0,0,0,0,0
14118738,3,3,325,431,1,37,6,0,21593,-117.92705,33.833706,1,8694,1,122,7600,0,0,0,0,0,0,0,0,0,0,0,0,0
14416666,3,0,309,416,4,1703,6,0,15157,-117.698654,33.547806,2,3478,1,122,16401,0,0,0,0,0,0,0,0,0,0,0,0,0
14208322,3,6,330,413,3,830,6,0,16112,-117.77915,33.854763,2,4238,1,122,8114,0,0,0,0,0,0,0,0,0,0,0,0,0
11006252,3,0,203,8,3,790,6,2,13791,-118.40888999999999,34.31949,2,3837,0,0100,15444,0,0,0,0,0,0,0,0,0,0,0,0,0
12179179,3,0,163,268,3,1422,6,2,20577,-118.22330500000001,34.216724,3,8239,0,0100,12241,0,0,0,0,0,0,0,0,0,0,0,0,0
11319585,3,0,375,399,5,2137,6,2,11907,-118.241875,34.650383000000005,3,3897,0,0100,17854,0,0,0,0,0,0,0,0,0,0,0,0,0
13119612,3,0,378,402,0,1118,7,2,0,-118.10898999999999,34.55601,0,701,0,070P,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12013999,3,0,58,78,1,620,10,2,3487,-118.34,34.1173,2,1096,0,010C,4298,0,0,0,0,0,0,0,0,6,0,0,0,6
11824774,3,0,53,299,4,1414,6,2,8820,-118.1902,34.042183,3,2986,0,0100,10071,0,0,0,0,0,0,0,0,0,0,0,0,0
12967601,3,0,164,256,3,2910,6,2,15447,-117.997925,34.16261,3,5013,0,0101,20405,0,0,0,0,0,0,0,0,0,0,0,0,0
14236791,3,8,346,428,4,1408,6,0,7800,-117.837944,33.797234,2,2150,1,122,8905,0,0,0,0,0,0,0,0,0,0,0,0,0
14111769,3,8,120,440,4,1250,6,0,9848,-118.06166,33.821690000000004,2,2659,1,122,8385,0,0,0,0,0,0,0,0,0,0,0,0,0
13891073,3,6,304,420,4,3438,6,0,23503,-117.9142,33.617607,4,10322,1,122,22624,0,0,0,0,0,0,0,0,0,0,0,0,0
14011525,3,5,117,441,4,1164,6,0,3012,-118.01527,33.821655,2,1070,1,122,4722,0,0,0,0,0,0,0,0,0,0,0,0,0
12109800,3,0,170,275,3,1209,10,2,19547,-118.14,34.1369,2,6360,0,010C,16033,0,0,0,0,0,0,0,0,0,0,0,0,0
14116592,3,7,329,429,3,1689,6,0,3343,-117.88481999999999,33.82874,2,1144,1,122,5654,0,0,0,0,0,0,0,0,0,0,0,0,0
11038756,3,0,206,15,3,1566,6,2,10544,-118.45738999999999,34.25026,3,2970,0,0101,16239,0,0,0,0,0,0,0,0,0,0,0,0,0
12887525,3,0,261,238,3,1512,3,2,10269,-117.76803999999998,34.057087,3,3178,0,0300,11078,0,0,0,0,0,0,0,0,0,0,0,0,0
12670087,3,0,89,380,3,723,6,2,2834,-118.37485,33.806473,1,906,0,0100,721,0,0,0,0,0,0,0,0,0,0,0,0,0
14107452,3,7,120,440,4,829,6,0,14805,-118.06083999999998,33.812077,2,4671,1,122,3495,0,0,0,0,0,0,0,0,0,0,0,0,0
11328720,3,0,222,402,3,1353,6,2,7696,-118.34223999999999,34.513737,3,2000,0,0100,12073,0,0,0,0,0,0,0,0,0,0,0,0,0
12553348,3,0,156,354,4,1490,3,2,12104,-118.19663999999999,33.777477000000005,3,3528,0,0300,6621,0,0,0,0,0,0,0,0,0,0,0,0,0
10778390,3,0,201,48,2,828,6,2,9929,-118.52422,34.194140000000004,1,2779,0,0100,5422,0,0,0,0,0,0,0,0,0,0,0,0,0
11760461,3,0,9,149,6,1550,2,2,14059,-118.26236999999999,33.99443,4,3930,0,0200,18193,0,0,0,0,0,0,0,0,0,0,0,0,0
17172372,3,7,363,451,3,2178,6,1,14808,-119.2318,34.171696000000004,2,3664,2,1110,18722,0,0,0,0,0,0,0,0,0,0,0,0,0
14667941,3,5,291,418,2,708,10,0,11193,-117.74799999999999,33.6053,2,2428,1,34,8925,0,0,0,0,0,0,0,0,0,0,0,0,0
12419566,3,0,128,337,4,1006,6,2,13126,-118.07914,33.86383,2,3512,0,0100,3815,0,0,0,0,0,0,0,0,0,0,0,0,0
17142043,3,5,356,455,3,783,6,1,6203,-119.00176,34.224909999999994,2,1507,2,1111,9422,0,0,0,0,0,0,0,0,0,0,0,0,0
14661796,3,0,297,416,3,1259,10,0,17859,-117.69816000000002,33.599297,2,4658,1,34,13166,0,0,0,0,0,0,0,0,0,0,0,0,0
12608324,3,0,110,380,4,1839,6,2,21825,-118.338066,33.819305,3,8406,0,0100,19221,0,0,0,0,0,0,0,0,0,0,0,0,0
11116160,3,0,210,404,0,0,6,2,6349,-118.56175,34.453784999999996,0,9068,0,0100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12261105,3,0,66,322,3,944,6,2,10628,-118.252495,33.892677,2,4448,0,0100,16676,0,0,0,0,0,0,0,0,0,0,0,0,0
12250817,3,0,75,368,3,866,6,2,13082,-118.29432,33.89727,2,3649,0,0100,7888,0,0,0,0,0,0,0,0,0,0,0,0,0
14731960,3,0,307,416,2,672,10,0,2240,-117.64908999999999,33.494232000000004,2,497,1,34,1368,0,0,0,0,0,0,0,0,0,0,0,0,0
12937869,3,0,270,246,3,536,6,2,2987,-117.93146000000002,34.075977,3,1107,0,0100,3866,0,0,0,0,0,0,0,0,0,0,0,0,0
11533692,3,0,56,199,4,774,6,2,2798,-118.424576,33.991170000000004,2,922,0,0100,2003,0,0,0,0,0,0,0,0,0,0,0,0,0
13967836,3,8,311,438,4,2626,6,0,17120,-117.97646,33.73543,3,5008,1,122,16402,0,0,0,0,0,0,0,0,0,0,0,0,0
11823541,3,0,53,299,3,838,6,2,6868,-118.18928999999999,34.051353000000006,1,2416,0,0100,7547,0,0,0,0,0,0,0,0,0,0,0,0,0
13115186,3,0,203,6,0,233,7,2,0,-118.4026,34.287193,0,121,0,070P,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12421360,3,0,129,336,1,158,10,2,2175,-118.046,33.8539,1,739,0,010C,1658,0,0,0,0,0,0,0,0,0,0,0,0,0
12334768,3,0,73,328,2,179,6,2,6395,-118.13278000000001,33.925087,1,2022,0,0100,2714,0,0,0,0,0,0,0,0,0,0,0,0,0
14204466,3,0,331,413,4,2635,6,0,17555,-117.73573999999999,33.851677,4,4842,1,122,20914,0,0,0,0,0,0,0,0,0,0,0,0,0
14038394,3,8,293,438,4,1320,6,0,2453,-118.02028,33.738234999999996,2,899,1,122,2310,0,0,0,0,0,0,0,0,0,0,0,0,0
11333076,3,0,375,398,2,704,6,2,5546,-118.27203,34.753128000000004,1,1756,0,0100,10798,0,0,0,0,0,0,0,0,0,0,0,0,0
12050168,3,0,231,226,2,1285,6,2,20083,-118.28918999999999,34.186768,2,3276,0,0101,18183,0,0,0,0,0,0,0,0,0,0,0,0,0
12471572,3,0,133,342,3,982,6,2,15132,-118.14425,33.84503,2,4341,0,0100,12744,0,0,0,0,0,0,0,0,0,0,0,0,0
12697398,3,0,88,384,4,1866,6,2,19437,-118.33629599999999,33.738113,3,7154,0,0101,17027,0,0,0,0,0,0,0,0,0,0,0,0,0
12111781,3,0,174,275,2,782,10,2,7238,-118.12700000000001,34.1415,2,2015,0,010E,9852,0,0,0,0,0,0,0,0,0,0,0,0,0
11113843,3,0,210,404,3,921,12,2,16656,-118.54406000000002,34.465244,3,5638,0,010D,6612,0,0,0,0,0,0,0,0,0,0,0,0,0
12882944,3,0,262,239,2,959,6,2,10553,-117.74519,34.072975,1,2959,0,0100,8600,0,0,0,0,0,0,0,0,0,0,0,0,0
13075699,3,0,260,240,4,1056,6,2,18495,-117.80685,34.014793,2,6288,0,0100,9232,0,0,0,0,0,0,0,0,0,0,0,0,0
14031488,3,8,311,437,4,2078,6,0,17432,-117.955,33.73472,2,5312,1,122,13349,0,0,0,0,0,0,0,0,0,0,0,0,0
11898561,3,0,273,281,0,762,1,2,18390,-118.13045,34.092422,0,5635,0,121C,19374,0,0,0,0,0,0,0,0,0,0,0,0,0
11295422,3,0,374,398,2,558,10,2,2159,-118.102,34.6915,2,1178,0,010C,1673,0,0,0,0,0,0,0,0,0,0,0,0,0
10892925,3,0,241,35,2,814,10,2,6469,-118.405,34.1742,3,1865,0,010C,11569,0,0,0,0,0,0,0,0,0,0,0,0,0
10986767,3,0,200,5,4,917,10,2,8511,-118.40700000000001,34.2727,3,2354,0,012C,5940,0,0,0,0,0,0,0,0,0,0,0,0,0
11073804,3,0,205,17,3,1562,6,2,17936,-118.51841,34.266537,2,6499,0,0104,18137,0,0,0,0,0,0,0,0,0,0,0,0,0
12848263,3,0,256,254,4,3124,6,2,21135,-117.88663999999999,33.972614,3,8417,0,0101,22225,0,0,0,0,0,0,0,0,0,0,0,0,0
12998096,3,0,160,259,3,1334,6,2,19574,-118.02277,34.1041,2,7084,0,0100,17481,0,0,0,0,0,0,0,0,0,0,0,0,0
12170133,3,0,159,269,3,1680,6,2,4161,-118.12377,34.184746000000004,2,1448,0,0101,7573,0,0,0,0,0,0,0,0,0,0,0,0,0
12614947,3,0,110,380,5,2034,6,2,20022,-118.32898999999999,33.816036,3,6735,0,0100,18545,0,0,0,0,0,0,0,0,0,0,0,0,0
12267208,3,0,68,317,3,1110,6,2,3313,-118.24921,33.907776,2,1787,0,0100,1728,0,0,0,0,0,0,0,0,0,0,0,0,0
10905672,3,0,229,64,2,383,6,2,8176,-118.41864,34.154884,1,2247,0,0100,12105,0,0,0,0,0,0,0,0,0,0,0,0,0
12227913,3,0,2,169,5,1322,2,2,10893,-118.26738999999999,33.944004,2,3294,0,0200,8790,0,0,0,0,0,0,0,0,0,0,0,0,0
12036762,3,0,25,77,4,2011,3,2,22597,-118.28571000000001,34.106277,3,9477,0,0300,20522,0,0,0,0,0,0,0,0,6,0,0,0,6
14421453,3,0,309,416,2,1128,6,0,17925,-117.73115,33.507168,2,4683,1,122,14801,0,0,0,0,0,0,0,0,0,0,0,0,0
14633090,3,0,283,417,0,0,10,0,21570,-117.7303,33.695583,0,9538,1,1,21574,0,0,0,0,0,0,0,0,0,0,0,0,0
12939209,3,0,270,245,4,1463,6,2,16661,-117.94247,34.07829,2,4727,0,0100,14547,0,0,0,0,0,0,0,0,0,0,0,0,0
14077416,3,0,322,437,2,1182,6,0,15042,-117.92455,33.713786999999996,2,4087,1,122,10225,0,0,0,0,0,0,0,0,0,0,0,0,0
17059777,3,11,359,445,5,3047,6,1,19357,-119.28876000000001,34.414173,3,7400,2,1110,20443,0,0,0,0,0,0,0,0,0,0,0,0,0
13122892,3,0,136,338,0,462,7,2,0,-118.06256,33.825990000000004,0,152,0,070P,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11511303,3,0,79,375,5,3184,6,2,22373,-118.3922,33.86998,4,8864,0,0100,21923,0,0,0,0,0,0,0,0,0,0,0,0,0
13082604,3,0,253,252,3,466,6,2,1259,-117.89502,34.00775,1,754,0,0100,1200,0,0,0,0,0,0,0,0,0,0,0,0,0
14466728,3,0,310,414,5,3765,6,0,23644,-117.58001999999999,33.589259999999996,5,10400,1,122,23042,0,0,0,0,0,0,0,0,0,0,0,0,0
12312625,3,0,91,312,8,2774,4,2,16733,-118.18998,33.935307,4,5584,0,0400,20490,0,0,0,0,0,0,0,0,0,0,0,0,0
17277701,3,8,195,457,4,2335,6,1,16942,-118.90812,34.171513,3,4297,2,1110,20801,0,0,0,0,0,0,0,0,0,0,0,0,0
12127318,3,0,175,266,3,1392,6,2,21310,-118.07283999999999,34.17207,2,8373,0,0100,13858,0,0,0,0,0,0,0,0,0,0,0,0,0
11762395,3,0,49,147,2,307,6,2,9056,-118.239876,33.991093,1,2972,0,0100,1988,0,0,0,0,0,0,0,0,0,0,0,0,0
10958493,3,0,234,229,2,709,6,2,10564,-118.342896,34.167885,2,2566,0,0100,6188,0,0,0,0,0,0,0,0,0,0,0,0,0
13973045,3,6,318,424,4,959,6,0,6898,-117.90103,33.72905,2,2046,1,122,5401,0,0,0,0,0,0,0,0,0,0,0,0,0
11454480,3,0,47,393,4,1797,6,2,20683,-118.38261399999999,33.980263,3,7696,0,0100,17820,0,0,0,0,0,0,0,0,0,0,0,0,0
14591303,3,0,327,430,0,0,7,0,1331,-117.99600000000001,33.8276,0,494,1,0,126,0,0,0,0,0,0,0,0,0,0,0,0,0
14336035,3,8,319,426,4,3653,6,0,22778,-117.781784,33.76527,5,9468,1,122,20973,0,0,0,0,0,0,0,0,0,0,0,0,0
11012176,3,0,203,10,7,1942,2,2,14841,-118.46149399999999,34.296913,3,4367,0,0200,13058,0,0,0,0,0,0,0,0,0,0,0,0,0
13027639,3,0,242,243,4,688,6,2,4412,-117.88803,34.12458,2,1600,0,0100,4373,0,0,0,0,0,0,0,0,0,0,0,0,0
11160091,3,0,211,405,5,2773,6,2,21580,-118.5631,34.380404999999996,3,8350,0,0101,22092,0,0,0,0,0,0,0,0,0,0,0,0,0
10772094,3,0,191,53,2,535,10,2,7549,-118.58200000000001,34.2016,2,2161,0,010C,12503,0,0,0,0,0,0,0,0,0,0,0,0,0
11346177,3,0,222,404,4,1690,6,2,14320,-118.50883,34.464695,3,6461,0,0100,17251,0,0,0,0,0,0,0,0,0,0,0,0,0
